Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8867,52,RL,90,2406,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,4,1994,1973,Gable,CompShg,VinylSd,MetalSd,None,0,Ex,TA,PConc,TA,TA,Av,Rec,862,Unf,228,138,1055,GasA,Ex,Y,SBrkr,1061,126,24,1034,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,2009,Unf,3,818,TA,TA,Y,21,55,39,27,2,5,NA,NA,NA,120,10,2009,WD,Normal,187946
8868,89,RL,NA,24538,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,4,7,1949,1980,Gable,CompShg,HdBoard,VinylSd,None,158,TA,TA,CBlock,TA,TA,No,Unf,113,Unf,121,1363,982,GasA,TA,Y,SBrkr,621,736,35,1260,0,0,1,1,4,1,TA,7,Typ,1,Gd,Attchd,1958,RFn,2,415,TA,TA,Y,166,35,126,7,1,30,NA,NA,NA,628,7,2006,WD,Normal,123493
8869,70,RL,144,2895,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,7,5,1997,1979,Gable,CompShg,MetalSd,Wd Sdng,Stone,262,TA,TA,CBlock,TA,TA,No,ALQ,423,Unf,12,435,765,GasA,Ex,Y,SBrkr,841,546,87,1382,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,2005,Fin,1,324,TA,TA,Y,4,24,70,26,42,47,NA,NA,NA,415,7,2008,New,Normal,185158
8870,28,RL,120,3333,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1953,1976,Hip,CompShg,VinylSd,VinylSd,BrkFace,186,TA,TA,CBlock,Gd,TA,No,Unf,101,Unf,15,780,1177,GasA,TA,Y,SBrkr,1191,297,11,1358,0,0,1,1,3,1,Gd,6,Typ,0,NA,Basment,1999,RFn,1,261,TA,TA,Y,52,82,8,3,39,2,NA,NA,NA,156,7,2007,WD,Abnorml,184788
8871,71,RL,80,17515,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,TwnhsE,1.5Fin,6,5,1962,1996,Gable,CompShg,MetalSd,HdBoard,None,200,TA,TA,BrkTil,TA,TA,No,Rec,955,Unf,238,397,1327,GasA,Ex,Y,SBrkr,1721,295,2,2051,1,0,2,0,4,1,TA,9,Typ,2,Fa,Detchd,2005,Fin,1,106,TA,TA,Y,163,23,39,30,23,47,NA,NA,NA,164,10,2006,WD,Normal,150069
8872,177,RL,44,10517,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,4,1924,1974,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Gd,GLQ,23,Unf,122,913,826,GasA,Ex,Y,SBrkr,1034,782,58,1915,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Detchd,1969,Unf,2,561,TA,TA,Y,93,55,119,6,35,25,NA,NA,NA,1139,3,2008,WD,Normal,157103
8873,27,RL,NA,17897,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,6,1957,1967,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,0,Gd,TA,CBlock,TA,TA,No,GLQ,552,Unf,124,1297,1779,GasA,Ex,Y,SBrkr,1268,581,18,1966,0,0,1,1,4,1,Gd,7,Typ,1,NA,BuiltIn,1977,RFn,2,367,TA,TA,Y,209,99,55,1,8,47,NA,NA,NA,874,3,2009,WD,Normal,201028
8874,82,RM,60,7129,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,8,7,2003,1998,Hip,CompShg,VinylSd,VinylSd,None,340,Gd,TA,PConc,Gd,TA,No,GLQ,935,Unf,129,351,1267,GasA,Ex,Y,SBrkr,814,763,10,1625,1,0,2,1,3,1,Ex,6,Typ,0,NA,Detchd,1988,Unf,3,681,TA,TA,Y,275,120,23,4,74,23,NA,NA,NA,761,11,2006,WD,Partial,266553
8875,93,RL,NA,6984,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1980,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,No,GLQ,131,Unf,66,768,589,GasA,Ex,Y,SBrkr,981,737,13,1777,0,0,3,0,4,1,TA,8,Typ,0,NA,Attchd,1998,RFn,1,133,TA,TA,Y,194,73,3,30,29,31,NA,NA,NA,187,8,2009,WD,Normal,196575
8876,34,RL,79,8043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6,5,1978,1996,Gable,CompShg,MetalSd,Plywood,None,266,TA,TA,CBlock,Gd,TA,Mn,LwQ,1233,Unf,400,96,1263,GasA,Ex,Y,SBrkr,1638,105,40,1509,0,0,2,0,4,1,TA,6,Typ,1,NA,Attchd,1969,Unf,2,538,TA,TA,Y,360,3,30,67,50,62,NA,GdPrv,NA,102,7,2006,WD,Normal,163312
8877,80,RL,59,25314,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1957,1979,Hip,CompShg,Wd Sdng,Wd Sdng,None,166,Gd,TA,PConc,Gd,TA,Av,Unf,525,Unf,98,83,738,GasA,Ex,Y,SBrkr,1321,272,17,1582,1,0,2,0,3,1,Gd,8,Typ,0,NA,Attchd,1954,Unf,2,649,TA,TA,Y,135,29,105,38,65,11,NA,NA,NA,1374,9,2006,WD,Normal,199144
8878,48,RL,NA,30330,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,7,1953,1982,Gable,CompShg,MetalSd,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1105,Unf,228,78,1257,GasA,TA,Y,SBrkr,1273,497,36,1643,1,0,2,0,4,1,TA,7,Typ,1,TA,Attchd,1966,RFn,2,706,TA,TA,Y,321,17,54,46,8,6,NA,NA,NA,399,4,2006,WD,Normal,226755
8879,163,RL,86,4316,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.5Fin,5,4,1966,1975,Gable,CompShg,MetalSd,CmentBd,Stone,621,TA,TA,CBlock,TA,TA,Mn,Rec,1298,Unf,174,130,1213,GasA,Ex,Y,SBrkr,1491,376,6,1643,1,0,1,0,4,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,624,TA,TA,Y,187,18,11,78,19,21,NA,NA,NA,579,6,2008,WD,Normal,139971
8880,95,RL,70,4046,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,4,2004,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,57,TA,TA,PConc,Ex,TA,No,GLQ,34,Unf,220,1074,880,GasA,TA,Y,SBrkr,1081,1442,1,2305,0,0,3,1,4,1,Gd,9,Typ,1,Gd,Attchd,1977,RFn,2,525,TA,TA,Y,201,151,10,31,5,55,NA,NA,NA,103,6,2009,New,Normal,248517
8881,39,RM,99,5492,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,4,1974,1979,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,GLQ,346,Unf,42,154,526,GasA,Ex,Y,SBrkr,1045,235,52,1199,1,0,1,0,3,1,TA,6,Typ,0,NA,NA,1978,RFn,2,484,TA,TA,Y,6,69,54,2,4,81,NA,NA,NA,236,3,2008,WD,Partial,174350
8882,61,RL,49,24876,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,1988,1999,Gable,CompShg,HdBoard,VinylSd,None,272,Gd,TA,CBlock,Gd,TA,Gd,Unf,607,Unf,49,671,1536,GasA,Ex,Y,SBrkr,1507,408,85,2395,1,0,2,1,3,1,Fa,9,Typ,1,Gd,Attchd,1940,Fin,2,542,TA,TA,Y,299,113,62,13,28,74,NA,NA,NA,709,4,2009,WD,Partial,284021
8883,60,RL,75,4171,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1987,2004,Gable,CompShg,VinylSd,VinylSd,None,220,TA,TA,PConc,Gd,TA,No,Rec,703,Unf,64,698,1095,GasA,Ex,Y,SBrkr,1101,739,20,1774,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1980,Unf,3,585,TA,TA,Y,74,83,7,18,12,98,NA,MnPrv,NA,2,3,2008,WD,Normal,185241
8884,59,RM,85,21927,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1996,1998,Hip,CompShg,Plywood,HdBoard,None,0,Ex,TA,PConc,Fa,NA,NA,GLQ,210,Unf,101,45,593,GasA,Gd,Y,SBrkr,1479,158,18,1440,1,0,1,0,2,1,Fa,6,Typ,1,Gd,Attchd,1977,NA,2,485,TA,TA,Y,513,164,41,22,72,43,NA,NA,NA,83,3,2010,WD,Normal,271198
8885,83,RL,80,5424,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,4,5,1888,1951,Gable,CompShg,HdBoard,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,1208,Unf,167,202,1257,GasA,TA,Y,SBrkr,630,134,29,494,0,0,0,0,2,1,TA,3,Typ,0,NA,Attchd,1946,Unf,1,383,TA,TA,Y,10,23,51,3,15,46,NA,NA,NA,264,5,2007,WD,Normal,69825
8886,39,RL,50,14281,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1964,1993,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,ALQ,353,Unf,163,1367,1318,GasA,Ex,Y,SBrkr,1710,50,23,1255,0,0,1,0,2,1,Gd,6,Typ,0,Gd,Attchd,2002,RFn,2,328,TA,TA,Y,13,33,46,10,3,14,NA,NA,NA,69,8,2007,WD,Normal,147944
8887,22,RL,66,11170,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,6,1927,1974,Gable,CompShg,CemntBd,Plywood,BrkFace,0,TA,TA,Slab,TA,Gd,No,NA,919,Unf,300,86,679,GasA,TA,Y,SBrkr,1120,10,56,723,0,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,2005,RFn,1,126,TA,TA,Y,2,0,36,16,58,13,NA,NA,NA,311,7,2009,WD,Normal,77157
8888,22,RL,55,18779,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,1981,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,TA,TA,PConc,Gd,TA,No,GLQ,442,Unf,64,1422,1719,GasA,Ex,Y,SBrkr,2054,19,24,1463,1,0,1,0,2,1,Gd,4,Typ,1,TA,Attchd,1970,Unf,3,675,TA,TA,Y,196,213,23,41,144,45,NA,NA,NA,70,7,2006,WD,Abnorml,233731
8889,83,RL,24,11917,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,5,6,1973,1975,Gable,CompShg,VinylSd,VinylSd,None,NA,Gd,TA,PConc,Gd,TA,No,GLQ,437,Unf,55,249,995,GasA,Ex,Y,SBrkr,1350,194,60,1483,1,0,2,0,2,1,Ex,7,Typ,0,NA,NA,2005,Fin,1,418,TA,TA,Y,170,40,33,14,49,25,NA,NA,NA,454,10,2007,WD,Normal,186793
8890,72,RL,78,14642,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,3,2005,1973,Gable,CompShg,VinylSd,MetalSd,BrkFace,270,TA,TA,CBlock,Gd,TA,No,Unf,255,Rec,214,111,692,GasA,TA,Y,SBrkr,1048,539,46,1612,1,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,2007,Fin,2,644,TA,TA,Y,87,17,102,19,25,50,NA,NA,NA,738,4,2008,WD,Normal,115397
8891,30,RL,57,28489,Pave,NA,Reg,Lvl,AllPub,FR2,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,4,1958,1957,Gable,CompShg,Plywood,Wd Sdng,None,0,TA,TA,PConc,NA,TA,No,Unf,69,Unf,65,882,1073,GasA,Gd,Y,SBrkr,1803,233,20,1933,0,0,2,0,4,1,Fa,7,Typ,0,NA,Detchd,1970,Fin,2,440,TA,TA,Y,9,192,9,20,13,21,NA,NA,NA,282,2,2007,WD,Normal,143493
8892,46,RL,68,20710,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2Story,7,6,2005,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,243,Gd,TA,PConc,Gd,TA,No,BLQ,598,Unf,18,529,1049,GasA,Fa,Y,SBrkr,1371,622,5,1969,1,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1978,Fin,3,772,TA,TA,Y,111,115,77,6,92,3,NA,NA,NA,165,10,2010,WD,Normal,310989
8893,43,RL,75,2073,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1956,1996,Gable,CompShg,Wd Sdng,CmentBd,None,0,TA,TA,CBlock,TA,TA,Mn,LwQ,675,Unf,218,142,612,GasA,Gd,Y,SBrkr,788,68,4,567,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1964,Unf,1,239,TA,TA,Y,88,53,49,4,44,9,NA,NA,NA,87,7,2009,WD,Normal,91285
8894,93,RL,85,18163,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,5,1941,1969,Hip,CompShg,CemntBd,Plywood,None,284,Gd,TA,CBlock,TA,TA,No,Unf,305,Unf,197,528,1179,GasA,Ex,Y,SBrkr,1131,382,10,1450,1,0,1,1,2,1,TA,6,Typ,1,Gd,Detchd,1988,RFn,1,131,TA,TA,Y,151,9,107,7,101,19,NA,NA,NA,240,9,2006,WD,Normal,198094
8895,20,RL,75,30731,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,2005,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,285,TA,TA,PConc,TA,TA,No,ALQ,537,Unf,226,842,1535,GasA,Ex,Y,SBrkr,1410,111,15,1184,1,0,1,0,2,1,TA,8,Typ,0,NA,Attchd,1987,Unf,3,698,TA,TA,Y,79,64,23,5,50,5,NA,NA,NA,984,9,2007,WD,Normal,234812
8896,36,RL,60,7262,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1984,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Ex,TA,No,ALQ,694,Unf,216,562,1499,GasA,Ex,Y,SBrkr,1726,294,31,1976,0,0,2,0,3,1,TA,8,Typ,0,NA,Attchd,2006,NA,1,204,TA,TA,Y,241,18,40,55,26,36,NA,NA,NA,299,7,2007,WD,Normal,171736
8897,31,RL,57,16314,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8,5,2005,2009,Gable,CompShg,VinylSd,MetalSd,None,0,Ex,TA,PConc,Gd,TA,No,Rec,1381,Unf,198,753,1738,GasA,Ex,Y,SBrkr,1822,125,30,1829,1,0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,1958,Fin,2,448,TA,TA,Y,192,71,8,2,16,67,NA,NA,NA,140,6,2009,WD,Normal,334965
8898,50,RL,80,28335,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2Story,8,7,1953,1983,Flat,CompShg,Wd Sdng,HdBoard,None,456,TA,TA,BrkTil,NA,Fa,Mn,Unf,130,Unf,22,260,833,GasA,Gd,Y,SBrkr,1807,284,15,2037,0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1948,Unf,2,460,TA,TA,Y,201,49,29,49,16,4,NA,NA,NA,581,10,2007,WD,Normal,210321
8899,46,RL,60,15423,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1971,1994,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,66,Unf,39,1238,1205,GasA,Gd,Y,SBrkr,1408,765,18,2070,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,NA,Unf,2,455,TA,TA,Y,217,171,7,14,48,9,NA,NA,NA,207,1,2009,WD,Normal,157561
8900,21,RL,90,9621,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,8,1961,1989,Gable,CompShg,Plywood,BrkFace,None,0,Gd,TA,BrkTil,TA,TA,No,GLQ,130,Unf,125,741,742,GasA,TA,Y,SBrkr,1007,47,23,812,0,0,1,0,2,1,TA,5,Typ,1,NA,Attchd,1972,RFn,1,105,TA,TA,Y,95,32,54,50,7,53,NA,NA,NA,29,2,2009,WD,Normal,82832
8901,71,RL,63,22561,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,5,1974,1969,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,684,Unf,15,128,838,GasA,Ex,Y,SBrkr,1407,300,18,1518,2,0,2,0,2,1,Gd,6,Typ,1,NA,Attchd,2002,Fin,1,415,TA,TA,Y,159,14,7,10,108,23,NA,NA,Shed,983,12,2009,WD,Normal,247183
8902,101,RL,75,3114,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,6,1993,2003,Gable,CompShg,VinylSd,VinylSd,Stone,362,Ex,TA,CBlock,TA,TA,No,GLQ,823,Unf,59,462,733,GasA,TA,Y,SBrkr,377,637,31,973,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1987,RFn,2,402,TA,TA,Y,109,66,2,13,7,24,NA,NA,NA,388,9,2009,WD,Normal,105645
8903,106,RL,NA,1630,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,TwnhsE,2Story,5,6,1990,1998,Gable,CompShg,MetalSd,VinylSd,None,NA,TA,TA,PConc,Gd,TA,Av,Rec,1022,Unf,130,91,223,GasA,Ex,Y,SBrkr,347,756,49,720,0,0,1,0,3,1,TA,7,Typ,0,Gd,Attchd,1996,Unf,2,445,TA,TA,Y,22,125,18,46,5,24,NA,NA,NA,326,4,2010,WD,Normal,94922
8904,69,RL,79,39734,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,8,1954,1987,Gambrel,CompShg,Wd Sdng,MetalSd,None,436,TA,Gd,PConc,TA,TA,No,Unf,462,Unf,198,346,1178,GasA,Gd,Y,SBrkr,1334,1407,27,3009,0,0,3,1,4,1,Gd,11,Typ,2,TA,Attchd,1963,Fin,2,605,TA,TA,Y,392,53,33,6,20,23,NA,NA,NA,442,12,2006,WD,Normal,386189
8905,144,RL,70,2975,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,6,1991,1998,Gable,CompShg,HdBoard,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,Unf,658,Unf,158,64,553,GasA,Ex,Y,SBrkr,564,646,18,1022,1,0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1970,RFn,2,575,TA,TA,Y,136,74,26,11,36,23,NA,NA,NA,34,5,2009,WD,Normal,154333
8906,136,RL,82,11621,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,TwnhsE,2Story,9,6,2001,1983,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,Unf,274,Unf,6,1282,1192,GasA,Ex,Y,SBrkr,1431,930,22,2484,0,0,2,1,3,1,Gd,9,Mod,1,TA,Detchd,2003,Fin,1,260,TA,TA,Y,70,66,5,1,68,31,NA,NA,NA,121,6,2009,WD,Alloca,303281
8907,28,RL,122,9955,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,8,1999,2008,Gable,CompShg,VinylSd,HdBoard,None,0,Ex,TA,PConc,TA,TA,No,GLQ,213,Unf,199,1517,1414,GasA,Ex,Y,SBrkr,1241,152,33,1509,0,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,1977,Unf,2,618,TA,TA,Y,178,94,18,55,40,58,NA,NA,NA,553,11,2006,WD,Normal,246887
8908,49,RL,90,19726,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,2007,2009,Gable,CompShg,MetalSd,VinylSd,Stone,60,TA,TA,PConc,TA,TA,Gd,BLQ,1125,Unf,170,110,1699,GasA,Ex,Y,SBrkr,1435,117,10,1366,1,0,2,1,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,3,734,TA,TA,Y,162,179,14,24,1,12,NA,NA,NA,742,5,2007,WD,Normal,251772
8909,78,RL,78,14886,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,5,5,1930,1979,Gable,CompShg,HdBoard,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,488,Unf,188,134,462,GasA,TA,Y,SBrkr,1014,1117,18,1988,1,0,2,0,4,1,TA,8,Typ,1,TA,Detchd,1923,Unf,2,383,TA,TA,Y,41,24,22,11,79,4,NA,NA,NA,257,2,2008,WD,Normal,156191
8910,56,RL,65,19531,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,7,1957,2004,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,206,Unf,82,683,999,GasA,Ex,Y,SBrkr,786,504,45,1220,0,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1946,Unf,2,421,TA,TA,Y,57,68,27,30,17,31,NA,NA,NA,349,5,2007,WD,Normal,243603
8911,61,RL,50,5935,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,4,1976,1998,Gable,CompShg,HdBoard,MetalSd,Stone,262,Gd,TA,PConc,Gd,TA,No,ALQ,576,Unf,15,972,1517,GasA,Ex,Y,SBrkr,1300,642,73,1965,1,0,2,1,3,1,Gd,8,Typ,0,NA,BuiltIn,2002,Fin,1,254,TA,TA,Y,68,22,84,19,55,49,NA,NA,NA,26,6,2008,WD,Normal,203597
8912,88,RL,NA,8776,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,8,1966,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,TA,TA,PConc,Gd,TA,No,Unf,271,Unf,50,1369,1355,GasA,Ex,Y,SBrkr,1284,528,14,1688,0,0,2,0,4,1,Ex,7,Typ,1,Gd,Attchd,1951,Unf,1,272,TA,TA,Y,152,33,45,37,32,16,NA,NA,NA,130,1,2009,WD,Normal,215793
8913,91,RL,63,5321,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SFoyer,6,5,1986,1994,Hip,CompShg,HdBoard,MetalSd,Stone,266,TA,TA,PConc,TA,TA,No,GLQ,895,Unf,46,326,1071,GasA,Ex,Y,SBrkr,1370,550,26,2084,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,539,TA,TA,Y,215,25,41,44,99,66,NA,MnPrv,NA,427,12,2007,WD,Normal,271594
8914,84,RL,68,7754,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,8,5,1995,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,TA,TA,No,GLQ,478,Unf,41,1180,1140,GasA,Ex,Y,SBrkr,870,369,30,1250,0,0,2,1,3,1,Gd,7,Typ,1,Po,Attchd,NA,NA,2,367,TA,TA,Y,96,57,2,13,23,25,NA,NA,NA,75,3,2009,WD,Normal,199813
8915,38,RM,95,8454,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,2006,1997,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,434,Unf,147,202,875,GasA,Ex,Y,SBrkr,1417,215,2,1357,1,0,1,1,1,1,Gd,6,Typ,1,TA,Attchd,1956,Unf,3,656,TA,TA,Y,41,47,10,17,14,11,NA,NA,NA,237,7,2007,WD,Normal,284371
8916,81,RL,NA,15012,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,8,5,2001,1997,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,360,Gd,TA,PConc,TA,TA,No,Rec,1389,Unf,69,643,1581,GasA,TA,Y,SBrkr,2259,198,16,2222,1,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1948,RFn,4,1010,TA,TA,Y,223,69,13,4,45,75,NA,NA,NA,424,3,2009,WD,Partial,339113
8917,123,RL,84,10746,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,8,1873,1955,Gable,CompShg,AsbShng,ImStucc,None,0,TA,TA,Slab,TA,TA,No,LwQ,1488,Unf,73,449,1345,GasA,Po,Y,SBrkr,1324,359,38,1553,0,0,1,0,3,1,TA,8,Typ,0,NA,NA,1942,Unf,1,222,TA,TA,Y,40,0,149,9,71,90,NA,GdWo,NA,746,5,2008,WD,Normal,96111
8918,98,RL,80,4394,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1979,1967,Gable,CompShg,HdBoard,HdBoard,None,63,TA,TA,CBlock,Gd,TA,No,GLQ,356,Unf,58,535,704,GasA,Gd,Y,SBrkr,772,291,15,1036,0,0,2,0,3,1,TA,5,Typ,1,NA,Attchd,1962,Fin,1,156,TA,TA,Y,260,1,99,10,40,19,NA,NA,NA,510,2,2009,WD,Normal,92672
